4.0,3.619445375720341
2.0,3.804615979384979
5.0,2.900982801122745
3.0,3.4410171793051223
4.0,3.7105708955887744
3.0,2.8488865159093604
5.0,3.757628410380204
5.0,4.896930753320268
3.0,3.4137133076936057
5.0,4.082104096276559
3.5,3.3546456897336103
3.0,3.5144353307474967
0.5,2.5730880315125266
3.0,4.176069623453048
4.0,4.117343749797309
3.0,2.7293736300220828
4.0,3.4959998916458956
3.0,3.6860495632834915
2.5,3.6127217248525167
3.5,3.823931936553637
4.5,4.411582512845304
3.0,3.784759361692398
3.5,3.3094855834078167
4.0,4.464301886935243
4.0,3.5484844115904797
4.5,3.6602025422724367
4.0,4.113364332512543
5.0,4.176520386939049
4.0,3.924103375289496
3.0,2.8544272436655898
3.0,2.389185538866145
4.0,4.201976560776686
3.0,3.2907562746980563
4.0,3.994854950797048
3.5,3.045293876791789
4.5,3.449917162219965
2.0,4.281105454517078
4.5,4.530384103944303
3.0,3.594712767495234
1.5,2.409616777329141
2.5,2.9004096950867746
3.0,3.9617093980254925
3.0,2.6802893255329203
4.0,4.198204075064243
3.0,3.0963528114685994
3.0,3.9031863023289795
5.0,3.830646877045176
3.0,2.9332210514510777
3.0,2.883522617447751
5.0,4.283479916776291
4.0,3.609170167934489
3.5,4.2426306338041275
3.5,3.3915838352859
4.0,4.569149998942417
4.0,3.124077911778972
1.0,3.3556059438223533
1.0,3.4932275095197705
3.0,4.454454970193719
3.0,3.296517489828487
3.5,3.4799655008146155
4.5,3.9347876755876494
2.0,2.520223332285192
4.0,3.971233652682367
5.0,4.211410807442219
0.5,2.752431469046348
2.5,3.343039720354596
5.0,4.091413262710044
4.0,3.843174406482457
4.0,3.980713701008626
4.0,3.616633250291694
2.0,3.6303285830188963
3.0,4.203547067824321
4.0,3.8293077319793154
5.0,3.78219145313604
5.0,4.002532667806603
5.0,4.171147065660749
1.0,2.563280607191998
1.5,2.722012592154842
3.5,2.7438657891947678
2.0,3.0440208707739274
4.0,2.737039348670659
4.0,3.8094003888861576
5.0,4.509057517579279
2.5,3.297829536002623
3.0,3.44457780588331
4.5,4.722512918470458
4.5,3.5431551384491167
2.0,3.0367327967645736
1.0,3.0472401013941273
4.0,4.036575895406091
4.0,4.344457924213975
3.0,3.740020667551129
3.5,2.8444576181737706
3.0,2.75874341062763
4.5,4.292588723115801
4.5,3.8973708550187105
3.5,4.2210368419315
4.5,3.902458225114339
4.5,3.8033846886615477
4.5,4.08133825910956
